Season,Teams,Pitcher,IP,H,R,ER,BB,K,HR,ERA
2020,LAA,S. Ohtani,1,3,7,7,8,3,0,63.00
2020,LAA,M. Andriese,27,21,17,16,11,33,5,5.33
2020,LAA,C. Bedrosian,12,10,4,4,6,11,0,3.00
2020,LAA,G. Canning,54,54,29,25,23,56,8,4.17
2020,LAA,F. Pena,24,27,12,12,8,29,2,4.50
2020,LAA,P. Sandoval,35,37,26,23,12,33,10,5.91
2020,LAA,L. Bard,4,7,4,4,0,7,2,9.00
2020,LAA,K. Keller,1,3,2,2,2,1,0,18.00
2020,LAA,J. Rodriguez,1,2,0,0,1,0,0,0.00
2020,LAA,J. Teheran,29,39,35,35,16,20,12,10.86
2020,LAA,J. Barria,31,27,13,13,9,27,3,3.77
2020,LAA,J. Suarez,2,10,10,10,5,2,1,45.00
2020,LAA,A. Bemboom,1,0,0,0,1,0,0,0.00
2020,LAA,J. Quijada,2,6,4,3,2,6,1,13.50
2020,LAA,D. Peters,1,3,4,3,0,2,2,27.00
2020,OAK,F. Montas,56,66,41,39,24,65,12,6.27
2020,OAK,Y. Petit,21,27,10,10,6,21,4,4.29
2020,OAK,T.J. McFarland,18,26,10,10,6,11,5,5.00
2020,OAK,J. Soria,25,23,11,10,12,25,2,3.60
2020,OAK,J. Diekman,23,11,4,3,14,36,2,1.17
2020,OAK,L. Hendriks,29,20,8,7,4,49,2,2.17
2020,OAK,B. Smith,11,7,3,3,1,13,1,2.45
2020,OAK,S. Manaea,56,62,36,31,9,47,9,4.98
2020,OAK,J.B. Wendelken,25,22,14,7,12,35,3,2.52
2020,OAK,J. Luzardo,63,69,34,34,19,66,13,4.86
2020,OAK,L. Trivino,23,17,11,11,11,28,4,4.30
2020,OAK,M. Fiers,59,70,32,31,17,39,10,4.73
2020,OAK,C. Bassitt,71,71,22,20,18,64,8,2.54
2020,OAK,D. Mengden,12,14,5,5,7,10,2,3.75
2020,OAK,J. Weems,14,12,7,7,8,18,1,4.50
2020,OAK,J. Kaprielian,3,4,3,3,2,4,2,9.00
2020,OAK,M. Minor,24,17,13,13,8,29,4,4.88
2020,OAK,D. Jefferies,2,5,5,5,2,1,2,22.50
2020,OAK,P. Blackburn,2,5,7,7,2,2,0,31.50
2021,TOR,H. Ryu,164,170,85,82,37,143,24,4.50
2021,TOR,T. Chatwood,23,20,17,17,20,32,1,6.65
2021,TOR,D. Phelps,9,8,2,1,4,15,0,1.00
2021,TOR,R. Dolis,27,29,21,20,27,39,2,6.67
2021,TOR,J. Romano,59,41,17,15,25,85,7,2.29
2021,TOR,J. Merryweather,11,12,7,4,4,12,4,3.27
2021,TOR,R. Stripling,96,99,55,54,30,94,23,5.06
2021,TOR,R. Borucki,18,18,14,13,11,21,5,6.50
2021,TOR,T. Mayza,43,40,21,20,12,57,5,4.19
2021,TOR,J. Payamps,25,21,10,9,11,22,3,3.24
2021,TOR,T.J. Zeuch,14,21,16,11,9,8,6,7.07
2021,TOR,T. Thornton,42,54,33,26,16,52,12,5.57
2021,TOR,S. Matz,146,158,70,64,43,144,18,3.95
2021,TOR,T. Roark,6,7,7,5,2,5,3,7.50
2021,TOR,T. Milone,13,20,10,10,3,17,3,6.92
2021,TOR,T. Tice,6,9,4,4,4,6,1,6.00
2021,TOR,R. Ray,189,150,62,61,52,248,33,2.90
2021,TOR,A. Castro,21,23,15,13,8,32,4,5.57
2021,TOR,A. Kay,31,38,22,21,18,39,7,6.10
2021,TOR,T. Bergen,9,5,2,2,8,6,1,2.00
2021,TOR,N. Pearson,14,14,8,7,12,20,2,4.50
2021,TOR,A.J. Cole,7,6,1,1,1,7,1,1.29
2021,TOR,J. Beasley,8,7,9,8,9,13,3,9.00
2021,TOR,A. Manoah,109,77,44,40,40,127,12,3.30
2021,TOR,C. Edwards Jr.,3,8,4,4,2,5,2,12.00
2021,TOR,P. Murphy,7,12,6,5,4,6,1,6.43
2021,TOR,T. Saucedo,21,22,14,13,10,19,1,5.57
2021,TOR,J. Barnes,8,12,7,7,6,15,1,7.88
2021,TOR,A. Cimber,30,31,10,7,5,30,2,2.10
2021,TOR,N. Allgeyer,1,0,0,0,0,0,0,0.00
2021,TOR,T. Richards,28,16,13,12,10,37,7,3.86
2021,TOR,T. Hatch,8,11,7,7,6,8,2,7.88
2021,TOR,K. Snead,5,7,3,2,2,7,0,3.60
2021,TOR,B. Hand,7,13,10,7,3,5,3,9.00
2021,TOR,J. Berrios,68,64,30,28,13,78,8,3.71
2021,TOR,J. Soria,7,8,7,7,4,9,2,9.00
2021,TOR,C. Overton,6,4,0,0,2,4,0,0.00
2021,TOR,B. Baker,1,1,0,0,0,1,0,0.00
2021,NYY,G. Cole,180,155,72,68,43,246,26,3.40
2021,NYY,C. Green,77,58,32,29,18,101,14,3.39
2021,NYY,J. Loaisiga,64,56,21,19,19,71,3,2.67
2021,NYY,D. O'Day,8,9,4,4,4,11,2,4.50
2021,NYY,N. Nelson,11,15,16,14,16,22,0,11.45
2021,NYY,C. Kluber,77,74,37,34,33,82,8,3.97
2021,NYY,L. Luetge,64,67,30,22,15,78,6,3.09
2021,NYY,D. German,96,89,52,50,27,98,17,4.69
2021,NYY,M. King,59,57,29,25,24,62,6,3.81
2021,NYY,J. Montgomery,151,150,73,67,51,162,19,3.99
2021,NYY,L. Cessa,35,31,17,12,17,31,2,3.09
2021,NYY,A. Chapman,54,36,23,21,38,97,9,3.50
2021,NYY,J. Taillon,138,129,73,69,44,140,24,4.50
2021,NYY,J. Wilson,15,18,17,15,9,15,5,9.00
2021,NYY,A. Abreu,31,27,21,21,19,35,8,6.10
2021,NYY,B. Kriske,7,12,14,13,6,7,5,16.71
2021,NYY,D. Garcia,8,8,7,6,4,7,1,6.75
2021,NYY,W. Peralta,35,38,19,14,18,35,5,3.60
2021,NYY,N. Cortes Jr.,79,66,28,26,25,94,12,2.96
2021,NYY,Z. Britton,16,17,14,12,14,16,2,6.75
2021,NYY,A. Wojciechowski,4,3,2,2,3,4,1,4.50
2021,NYY,S. Romano,1,7,2,2,2,5,0,18.00
2021,NYY,C. Holmes,27,19,8,6,4,35,2,2.00
2021,NYY,J. Rodriguez,14,21,8,6,6,17,1,3.86
2021,NYY,A. Heaney,34,37,29,28,10,37,13,7.41
2021,NYY,L. Gil,28,20,11,10,19,38,4,3.21
2021,NYY,S. Ridings,4,4,2,1,2,7,0,2.25
2021,NYY,B. Koerner,3,2,1,1,2,1,0,3.00
2021,NYY,C. Schmidt,6,11,8,4,5,6,1,6.00
2021,NYY,L. Severino,7,3,1,1,2,9,0,1.29
2021,NYY,N. Cortes,8,9,4,4,0,9,2,4.50
2021,CLE,S. Bieber,94,84,36,34,33,134,11,3.26
2021,CLE,B. Shaw,70,69,33,30,38,71,10,3.86
2021,CLE,J. Karinchak,51,35,27,25,32,78,9,4.41
2021,CLE,Z. Plesac,138,137,79,74,34,100,23,4.83
2021,CLE,N. Wittgren,55,61,38,35,17,61,13,5.73
2021,CLE,P. Maton,36,36,21,21,20,61,4,5.25
2021,CLE,T. Stephan,58,58,32,31,31,75,15,4.81
2021,CLE,A. Civale,120,109,56,55,31,99,23,4.12
2021,CLE,C. Quantrill,145,129,55,48,47,121,16,2.98
2021,CLE,E. Clase,67,51,18,10,16,74,2,1.34
2021,CLE,L. Allen,48,58,39,35,17,37,12,6.56
2021,CLE,T. McKenzie,117,84,66,66,58,136,21,5.08
2021,CLE,Ó. Perez,3,5,1,0,1,4,0,0.00
2021,CLE,S. Hentges,64,90,54,51,32,68,10,7.17
2021,CLE,K. Nelson,7,10,10,10,8,8,0,12.86
2021,CLE,N. Sandlin,27,21,15,11,17,48,2,3.67
2021,CLE,J.C. Mejia,49,60,48,48,24,47,13,8.82
2021,CLE,E. Morgan,87,90,54,53,22,81,20,5.48
2021,CLE,B. Parker,38,43,15,15,14,37,5,3.55
2021,CLE,J. Garza,24,27,16,15,18,29,5,5.62
2021,CLE,D. Johnson,1,2,1,1,0,3,1,9.00
2021,CLE,F. Perez,6,6,3,3,3,5,0,4.50
2021,CLE,A. Young,8,15,9,9,7,5,1,10.12
2021,CLE,A. Gose,5,2,1,1,2,9,0,1.80
2021,DET,M. Boyd,76,77,37,34,23,67,9,4.03
2021,DET,J. Cisnero,56,51,34,25,31,62,6,4.02
2021,DET,D. Norris,32,38,25,24,15,40,4,6.75
2021,DET,G. Soto,57,46,30,24,40,76,7,3.79
2021,DET,J. Teheran,5,4,1,1,3,3,1,1.80
2021,DET,D. Holland,45,58,29,28,20,51,6,5.60
2021,DET,M. Fulmer,65,69,27,23,20,73,7,3.18
2021,DET,T. Alexander,99,106,47,45,28,87,16,4.09
2021,DET,B. Garcia,34,48,38,33,25,32,10,8.74
2021,DET,T. Skubal,147,141,76,72,47,164,35,4.41
2021,DET,B. Farmer,29,40,25,25,21,37,9,7.76
2021,DET,J. Urena,96,119,70,65,42,67,14,6.09
2021,DET,H. Castro,2,0,0,0,3,0,0,0.00
2021,DET,C. Mize,148,130,64,62,41,118,24,3.77
2021,DET,A. Lange,31,37,18,16,16,39,5,4.65
2021,DET,J. Jimenez,38,34,33,30,35,57,6,7.11
2021,DET,S. Turnbull,49,37,18,16,12,44,2,2.94
2021,DET,K. Funkhouser,59,58,32,26,38,63,6,3.97
2021,DET,R. Garcia,3,1,1,1,2,2,1,3.00
2021,DET,J. Foley,9,8,3,3,5,6,1,3.00
2021,DET,B. Burrows,1,2,4,4,2,3,0,36.00
2021,DET,J. Rogers,1,2,2,2,1,0,0,18.00
2021,DET,W. Peralta,91,87,41,32,38,58,12,3.16
2021,DET,M. Manning,82,96,59,55,33,57,10,6.04
2021,DET,M. Del Pozo,4,8,2,2,2,4,0,4.50
2021,DET,E. Ramirez,24,24,17,17,5,20,4,6.38
2021,DET,I. Krol,15,23,10,9,8,18,2,5.40
2021,DET,D. Hutchison,19,20,11,5,11,10,1,2.37
2021,DET,D. Carlton,3,6,2,2,4,1,1,6.00
2021,MIN,K. Maeda,104,106,60,55,32,113,16,4.76
2021,MIN,T. Duffey,54,48,25,22,28,61,4,3.67
2021,MIN,C. Stashak,13,16,12,12,10,26,2,8.31
2021,MIN,T. Rogers,36,38,18,15,8,59,4,3.75
2021,MIN,H. Robles,39,37,28,24,24,43,6,5.54
2021,MIN,A. Colome,60,68,41,30,23,58,8,4.50
2021,MIN,R. Dobnak,49,66,44,43,12,27,11,7.90
2021,MIN,J. Berrios,119,95,53,47,32,126,14,3.55
2021,MIN,M. Pineda,107,114,49,44,21,88,17,3.70
2021,MIN,J. Alcala,53,45,29,26,13,61,10,4.42
2021,MIN,M. Shoemaker,58,73,56,54,27,40,15,8.38
2021,MIN,J.A. Happ,96,125,76,74,31,77,21,6.94
2021,MIN,C. Thielbar,57,55,24,23,20,77,8,3.63
2021,MIN,B. Waddell,3,10,6,5,3,1,2,15.00
2021,MIN,L. Thorpe,15,14,11,8,7,6,2,4.80
2021,MIN,W. Astudillo,4,1,1,1,2,0,1,2.25
2021,MIN,L. Farrell,23,28,13,13,13,25,4,5.09
2021,MIN,D. Smeltzer,4,1,1,0,1,3,0,0.00
2021,MIN,D. Law,12,16,7,7,8,14,2,5.25
2021,MIN,S. Anderson,8,13,12,9,5,8,1,10.12
2021,MIN,B. Ober,90,92,45,43,19,96,20,4.30
2021,MIN,J. Minaya,38,27,12,11,20,43,4,2.61
2021,MIN,G. Jax,79,82,62,58,29,65,23,6.61
2021,MIN,D. Coulombe,29,35,17,14,7,33,5,4.34
2021,MIN,C. Barnes,36,46,27,25,16,20,4,6.25
2021,MIN,B. Burrows,9,14,14,13,8,5,5,13.00
2021,MIN,J. Gant,32,31,24,21,15,36,4,5.91
2021,MIN,E. Garcia,8,9,12,12,7,8,3,13.50
2021,MIN,N. Vincent,12,6,1,1,5,9,1,0.75
2021,MIN,R. Garza Jr.,18,13,9,7,7,15,3,3.50
2021,MIN,A. Albers,18,24,16,16,9,12,9,8.00
2021,MIN,K. Barraclough,10,12,8,8,8,18,4,7.20
2021,MIN,I. Gibaut,6,7,2,2,2,4,2,3.00
2021,MIN,J. Ryan,26,16,12,12,5,30,4,4.15
2021,MIN,J. Moran,6,9,7,7,7,10,0,10.50
2021,MIL,B. Woodruff,184,136,57,54,44,219,19,2.64
2021,MIL,F. Peralta,146,87,47,45,57,200,14,2.77
2021,MIL,E. Yardley,18,24,15,14,10,5,3,7.00
2021,MIL,J.P. Feyereisen,17,10,9,7,11,20,2,3.71
2021,MIL,J. Lindblom,16,23,18,18,10,17,5,10.12
2021,MIL,J. Hader,59,27,9,9,25,105,4,1.37
2021,MIL,C. Burnes,171,125,47,45,37,240,7,2.37
2021,MIL,B. Suter,67,72,34,25,24,69,9,3.36
2021,MIL,A. Houser,142,122,65,55,65,106,14,3.49
2021,MIL,D. Rasmussen,16,13,11,8,12,25,2,4.50
2021,MIL,B. Anderson,93,102,52,45,28,58,11,4.35
2021,MIL,D. Williams,51,36,17,15,28,87,5,2.65
2021,MIL,B. Boxberger,62,44,26,24,26,85,8,3.48
2021,MIL,A. Perdomo,14,12,12,12,16,28,4,7.71
2021,MIL,D. Robertson,1,1,0,0,0,0,0,0.00
2021,MIL,P. Bickford,1,2,2,2,1,0,1,18.00
2021,MIL,Z. Godley,3,4,7,6,5,5,2,18.00
2021,MIL,P. Weigel,3,4,2,2,4,9,1,6.00
2021,MIL,E. Lauer,119,98,48,44,43,119,16,3.33
2021,MIL,A. Bettinger,10,18,15,15,3,5,3,13.50
2021,MIL,J. Zimmermann,5,8,5,5,2,0,1,9.00
2021,MIL,H. Milner,19,30,15,13,3,30,8,6.16
2021,MIL,T. Richards,17,15,7,7,9,25,3,3.71
2021,MIL,H. Strickland,36,24,8,7,12,40,4,1.75
2021,MIL,J. Cousins,28,17,9,9,20,45,3,2.89
2021,MIL,M. Sanchez,23,27,14,12,14,23,4,4.70
2021,MIL,R. Weber,1,1,0,0,0,0,0,0.00
2021,MIL,A. Ashby,32,30,22,18,14,42,4,5.06
2021,MIL,J. Gustave,16,15,10,7,5,13,2,3.94
2021,MIL,D. Norris,18,17,16,15,15,18,5,7.50
2021,MIL,J. Curtiss,2,8,8,6,3,4,2,27.00
2021,MIL,J. Axford,0,2,2,2,1,0,0,0
2021,MIL,B. Hardy,1,3,3,2,1,1,0,18.00
2021,MIL,S. Romano,1,4,4,3,0,0,1,27.00
2021,MIL,J. Topa,2,12,11,11,1,1,2,49.50
2021,MIL,J. Peterson,2,4,2,2,1,2,0,9.00
2021,MIL,L. Maile,1,2,1,1,0,0,1,9.00
2021,MIL,C. Rea,6,7,5,5,0,5,2,7.50
2021,PIT,C. Kuhl,78,73,50,43,42,75,13,4.96
2021,PIT,D. Underwood Jr.,68,77,40,35,27,65,9,4.63
2021,PIT,C. Holmes,36,35,24,23,25,44,3,5.75
2021,PIT,S. Howard,35,33,29,28,32,60,7,7.20
2021,PIT,D. Bednar,56,40,15,15,19,77,5,2.41
2021,PIT,C. Stratton,74,70,34,32,33,86,9,3.89
2021,PIT,R. Rodriguez,37,27,12,12,5,33,2,2.92
2021,PIT,T. Anderson,106,104,54,52,25,87,16,4.42
2021,PIT,W. Crowe,112,126,75,71,57,111,25,5.71
2021,PIT,M. Feliz,7,8,3,2,1,8,0,2.57
2021,PIT,L. Oviedo,29,33,32,29,26,31,4,9.00
2021,PIT,M. Keller,98,131,69,69,49,92,10,6.34
2021,PIT,K. Crick,21,14,14,12,19,21,0,5.14
2021,PIT,J. Brubaker,122,123,75,74,38,129,28,5.46
2021,PIT,T. Cahill,36,42,29,27,14,32,4,6.75
2021,PIT,P. Evans,1,0,0,0,0,0,0,0.00
2021,PIT,S. Poppen,4,11,7,4,2,4,1,9.00
2021,PIT,M. Yajure,14,17,14,14,7,11,6,9.00
2021,PIT,G. Hartlieb,4,3,4,4,5,4,0,9.00
2021,PIT,C. Shreve,48,43,20,20,28,45,7,3.75
2021,PIT,K. Keller,30,30,27,24,22,36,9,7.20
2021,PIT,W. Difo,2,9,8,8,3,1,1,36.00
2021,PIT,C. Ponce,37,56,34,30,11,36,8,7.30
2021,PIT,C. De Jong,43,49,28,28,19,39,11,5.86
2021,PIT,A. Davis,9,6,7,6,5,11,2,6.00
2021,PIT,M. Kranick,38,47,28,27,19,32,4,6.39
2021,PIT,J. Nogowski,3,8,5,5,0,0,0,15.00
2021,PIT,N. Mears,18,25,14,13,13,23,5,6.50
2021,PIT,B. Wilson,40,40,22,22,10,23,8,4.95
2021,PIT,S. Spitzbarth,4,4,2,2,2,1,1,4.50
2021,PIT,S. Brault,27,33,18,18,12,19,3,6.00
2021,PIT,A. Banda,23,25,10,10,12,25,4,3.91
2021,PIT,D. Peters,26,26,12,11,10,23,2,3.81
2021,PIT,S. Miller,10,9,6,6,6,7,3,5.40
2021,PIT,C. Overton,8,10,8,8,3,11,2,9.00
2021,PIT,E. De Los Santos,7,9,4,4,4,6,1,5.14
2021,PIT,R. Contreras,3,3,0,0,1,4,0,0.00
2021,CHC,K. Hendricks,177,200,101,96,44,131,31,4.88
2021,CHC,B. Workman,5,12,9,6,7,11,2,10.80
2021,CHC,R. Brothers,43,41,31,31,35,75,9,6.49
2021,CHC,J. Adam,10,10,7,7,6,19,1,6.30
2021,CHC,D. Winkler,32,32,24,23,30,40,5,6.47
2021,CHC,A. Chafin,32,21,9,9,12,37,1,2.53
2021,CHC,R. Tepera,37,22,14,14,12,50,3,3.41
2021,CHC,A. Mills,114,136,75,64,34,87,16,5.05
2021,CHC,J. Arrieta,84,113,75,66,39,74,21,7.07
2021,CHC,C. Kimbrel,34,13,6,2,13,64,1,0.53
2021,CHC,Z. Davies,143,162,99,95,75,114,25,5.98
2021,CHC,T. Williams,56,68,37,33,22,61,10,5.30
2021,CHC,A. Alzolay,122,112,66,64,34,128,25,4.72
2021,CHC,D. Maples,29,15,10,9,25,40,2,2.79
2021,CHC,J. Steele,54,51,29,28,27,59,12,4.67
2021,CHC,B. Wieck,15,10,0,0,10,28,0,0.00
2021,CHC,P. Strop,2,2,0,0,2,3,0,0.00
2021,CHC,S. Miller,2,7,7,7,5,1,0,31.50
2021,CHC,K. Ryan,11,17,10,10,6,8,3,8.18
2021,CHC,T. Megill,19,36,24,22,8,30,7,10.42
2021,CHC,A. Rizzo,0,0,0,0,1,1,0,0
2021,CHC,M. Duffy,0,0,0,0,0,0,0,0
2021,CHC,E. Sogard,4,7,3,3,0,1,2,6.75
2021,CHC,K. Thompson,48,48,22,20,31,55,9,3.75
2021,CHC,T. Nance,25,25,23,23,13,30,5,8.28
2021,CHC,K. Stewart,13,17,12,8,6,11,2,5.54
2021,CHC,C. Abbott,17,20,15,13,11,12,7,6.88
2021,CHC,R. Stock,4,4,5,5,6,3,1,11.25
2021,CHC,A. Morgan,19,22,15,12,12,28,6,5.68
2021,CHC,J. Jewell,8,18,12,11,5,10,5,12.38
2021,CHC,M. Rucker,26,32,25,22,11,30,5,7.62
2021,CHC,M. Rodriguez,16,18,18,12,12,16,3,6.75
2021,CHC,C. Heuer,27,20,12,10,13,17,2,3.33
2021,CHC,R. Wick,21,17,12,11,14,29,1,4.71
2021,CHC,R. Meisinger,6,11,10,10,5,6,2,15.00
2021,CHC,A. Romine,1,2,1,1,0,1,1,9.00
2021,CHC,A. Sampson,35,30,15,11,8,28,8,2.83
2021,CHC,S. Effross,12,13,6,6,1,18,2,4.50
2021,CHC,S. Alcantara,0,0,0,0,0,0,0,0
2021,CHC,J. Biagini,3,2,0,0,1,2,0,0.00
2021,ATL,M. Fried,192,169,74,69,44,187,18,3.23
2021,ATL,T. Matzek,72,50,22,21,41,101,3,2.62
2021,ATL,A.J. Minter,55,52,31,26,24,75,2,4.25
2021,ATL,C. Martin,44,53,21,20,6,36,5,4.09
2021,ATL,W. Smith,76,52,26,25,31,94,10,2.96
2021,ATL,N. Jones,8,8,6,4,10,7,3,4.50
2021,ATL,C. Morton,199,147,83,75,68,238,18,3.39
2021,ATL,S. Newcomb,27,28,17,17,27,43,1,5.67
2021,ATL,L. Jackson,63,56,20,19,33,79,7,2.71
2021,ATL,H. Ynoa,89,78,44,43,26,102,15,4.35
2021,ATL,J. Tomlin,44,69,36,36,5,37,10,7.36
2021,ATL,I. Anderson,143,114,54,54,60,140,17,3.40
2021,ATL,G. Dayton,10,15,10,9,6,14,2,8.10
2021,ATL,D. Smyly,130,142,74,68,43,125,28,4.71
2021,ATL,J. Webb,31,42,26,20,15,36,5,5.81
2021,ATL,K. Wright,11,12,8,8,8,12,3,6.55
2021,ATL,J. Biddle,9,10,10,10,8,11,1,10.00
2021,ATL,B. Wilson,33,45,23,22,12,23,7,6.00
2021,ATL,E. Santana,39,37,20,17,12,33,7,3.92
2021,ATL,C. Edwards Jr.,0,3,3,3,1,1,1,0
2021,ATL,T. Davidson,21,17,12,10,11,19,3,4.29
2021,ATL,J. Flaa,1,3,4,4,1,2,2,36.00
2021,ATL,S. Greene,14,22,16,16,9,17,5,10.29
2021,ATL,K. Muller,35,26,17,17,20,37,2,4.37
2021,ATL,T. Tice,1,1,0,0,1,0,0,0.00
2021,ATL,J. Chavez,34,27,9,8,12,37,0,2.12
2021,ATL,T. Toussaint,48,43,28,25,22,48,11,4.69
2021,ATL,R. Rodriguez,23,23,9,9,5,9,6,3.52
2021,ATL,S. Strider,2,2,1,1,1,0,1,4.50
2021,ATL,D. Lee,4,7,4,4,2,7,2,9.00
2021,PHI,A. Nola,175,165,95,93,39,223,26,4.78
2021,PHI,A. Bradley,45,52,24,21,22,41,5,4.20
2021,PHI,J. Alvarado,48,42,30,26,47,69,5,4.88
2021,PHI,H. Neris,69,56,34,30,32,101,12,3.91
2021,PHI,C. Brogdon,48,47,27,22,18,50,6,4.12
2021,PHI,Z. Wheeler,209,169,72,66,46,247,16,2.84
2021,PHI,Z. Eflin,103,116,52,49,16,99,15,4.28
2021,PHI,M. Moore,70,78,54,51,38,63,15,6.56
2021,PHI,B. Kintzler,24,45,23,21,8,22,7,7.88
2021,PHI,S. Coonrod,35,41,21,19,15,48,5,4.89
2021,PHI,C. Anderson,46,51,36,36,20,35,10,7.04
2021,PHI,V. Velasquez,84,77,55,54,47,89,17,5.79
2021,PHI,D. Hale,24,30,20,19,9,21,5,7.12
2021,PHI,J. Romero,7,12,8,7,4,8,4,9.00
2021,PHI,S. Howard,26,25,19,18,17,31,2,6.23
2021,PHI,R. Rosso,6,10,6,5,3,7,2,7.50
2021,PHI,B. Falter,30,34,21,21,6,34,5,6.30
2021,PHI,E. De Los Santos,24,34,28,21,14,42,7,7.88
2021,PHI,R. Suarez,101,75,22,18,34,108,5,1.60
2021,PHI,C. Sanchez,12,16,8,7,7,13,1,5.25
2021,PHI,N. Feliz,0,4,4,4,1,2,1,0
2021,PHI,N. Maton,0,0,0,0,0,1,0,0
2021,PHI,A. Knapp,0,0,0,0,0,0,0,0
2021,PHI,R. Torreyes,2,6,4,4,0,1,2,18.00
2021,PHI,J. Hammer,17,21,11,11,11,22,3,5.82
2021,PHI,M. Llovera,6,10,7,7,4,7,5,10.50
2021,PHI,K. Gibson,66,66,40,39,23,61,8,5.32
2021,PHI,I. Kennedy,22,18,12,11,10,27,7,4.50
2021,PHI,D. Jones,0,1,0,0,2,0,0,0
2021,PHI,D. Paulino,2,3,2,2,0,0,1,9.00
2021,PHI,C. Bedrosian,7,8,5,5,7,8,2,6.43
2021,PHI,A. Medina,7,9,3,3,4,6,0,3.86
2021,PHI,H. Crouse,7,4,4,4,7,2,2,5.14
2021,PHI,K. Dohy,1,1,0,0,1,1,0,0.00
2021,PHI,S. Dominguez,1,0,0,0,0,1,0,0.00
2021,ARI,M. Bumgarner,145,134,82,76,39,124,24,4.72
2021,ARI,K. Ginkel,26,30,24,20,14,33,7,6.92
2021,ARI,S. Crichton,20,34,22,19,12,18,3,8.55
2021,ARI,A. Young,37,50,34,29,22,39,11,7.05
2021,ARI,T. Clarke,39,52,28,24,14,39,4,5.54
2021,ARI,M. Kelly,155,163,82,78,41,130,21,4.53
2021,ARI,Y. Lopez,11,19,11,10,6,13,4,8.18
2021,ARI,C. Smith,109,93,64,61,63,124,20,5.04
2021,ARI,R. Smith,65,86,46,45,15,36,10,6.23
2021,ARI,T. Widener,68,65,38,34,37,73,14,4.50
2021,ARI,J. Soria,28,31,14,14,8,31,4,4.50
2021,ARI,C. Devenski,6,11,7,7,2,5,2,10.50
2021,ARI,L. Weaver,64,58,34,31,20,62,11,4.36
2021,ARI,M. Peacock,83,107,55,47,28,50,13,5.10
2021,ARI,A. Swarzak,4,7,5,5,1,4,1,11.25
2021,ARI,Z. Gallen,123,112,64,61,53,145,19,4.46
2021,ARI,J.B. Bukauskas,15,24,19,15,7,14,4,9.00
2021,ARI,A. Cabrera,0,1,0,0,0,0,0,0
2021,ARI,W. Mathisen,1,1,0,0,0,0,0,0.00
2021,ARI,D. Peralta,1,4,3,3,0,1,1,27.00
2021,ARI,S. Frankoff,14,20,15,15,9,11,4,9.64
2021,ARI,J. Mantiply,29,45,24,15,17,38,1,4.66
2021,ARI,C. Martin,15,23,19,19,14,13,5,11.40
2021,ARI,J. Duplantier,12,19,19,19,8,12,5,14.25
2021,ARI,R. Buchter,13,16,13,12,13,16,5,8.31
2021,ARI,H. Castellanos,43,48,26,25,15,29,7,5.23
2021,ARI,K. Mella,1,8,6,6,2,2,2,54.00
2021,ARI,N. Ramirez,30,18,12,10,11,29,2,3.00
2021,ARI,J. Faria,30,39,21,20,13,32,5,6.00
2021,ARI,B. de Geus,19,31,22,17,12,15,3,8.05
2021,ARI,J. Weems,1,4,7,7,3,3,1,63.00
2021,ARI,J. Reddick,0,2,1,1,1,0,1,0
2021,ARI,T. Clippard,25,22,12,9,11,21,3,3.24
2021,ARI,M. Aguilar,5,6,6,5,4,3,0,9.00
2021,ARI,B. Holaday,1,1,1,1,1,0,1,9.00
2021,ARI,S. Poppen,13,20,11,9,7,21,1,6.23
2021,ARI,T. Gilbert,39,28,17,14,13,25,4,3.23
2021,ARI,J.B. Wendelken,16,15,9,9,9,13,2,5.06
2021,ARI,H. Mejia,21,32,19,18,9,20,5,7.71
2021,ARI,B. Sittinger,3,5,4,4,2,1,3,12.00
2021,ARI,L. Frias,2,2,1,1,5,3,0,4.50
2021,SD,Y. Darvish,163,138,81,78,44,199,28,4.31
2021,SD,T. Hill,47,51,34,24,23,57,9,4.60
2021,SD,K. Kela,10,11,8,6,3,13,3,5.40
2021,SD,E. Pagan,57,56,35,34,18,69,16,5.37
2021,SD,D. Pomeranz,24,19,6,5,10,30,2,1.88
2021,SD,M. Melancon,61,54,21,16,24,57,4,2.36
2021,SD,B. Snell,129,107,65,64,73,173,17,4.47
2021,SD,C. Stammen,84,80,31,30,13,83,13,3.21
2021,SD,T. Williams,4,3,1,1,3,6,0,2.25
2021,SD,J. Musgrove,179,142,68,64,54,203,22,3.22
2021,SD,R. Weathers,92,101,57,56,30,72,20,5.48
2021,SD,C. Paddack,106,115,67,61,22,99,15,5.18
2021,SD,N. Crismatt,76,87,40,34,24,71,10,4.03
2021,SD,A. Morejon,4,5,2,2,2,3,2,4.50
2021,SD,A. Adams,45,28,28,24,35,79,1,4.80
2021,SD,P. Johnson,55,48,21,21,25,77,6,3.44
2021,SD,D. Altavilla,1,1,1,1,0,2,1,9.00
2021,SD,J. Cronenworth,0,1,0,0,0,1,0,0
2021,SD,N. Ramirez,19,23,15,13,7,14,2,6.16
2021,SD,D. Lamet,44,48,24,23,22,57,6,4.70
2021,SD,A. Northcraft,8,5,2,2,8,5,1,2.25
2021,SD,M. Diaz,41,33,19,17,19,48,8,3.73
2021,SD,J. Norwood,4,6,0,0,3,3,0,0.00
2021,SD,D. Camarena,8,16,12,10,3,7,2,11.25
2021,SD,M. Thompson,2,4,1,1,1,2,0,4.50
