team,score,walksissued,stolenbases,strikeoutsthrown,totalbases,date,opponent,opponent_score,home
DET,0,5,0,7,2,2018-04-09,CLE,2,0
MIL,5,4,0,10,15,2018-04-09,STL,4,0
TOR,7,3,0,11,17,2018-04-09,BAL,1,0
ATL,0,7,0,10,2,2018-04-09,WSH,2,0
CIN,5,4,3,6,15,2018-04-09,PHI,6,0
NYM,4,3,0,9,7,2018-04-09,MIA,2,0
LAA,8,6,0,10,17,2018-04-10,TEX,3,0
HOU,2,2,0,10,9,2018-04-10,MIN,0,0
SEA,0,5,0,8,2,2018-04-10,KC,10,0
SD,7,5,1,8,23,2018-04-10,COL,6,0
ARI,2,0,0,12,7,2018-04-10,SF,1,0
TB,6,7,0,11,14,2018-04-10,CHW,5,0
PIT,8,2,0,8,20,2018-04-10,CHC,5,0
DET,1,1,1,6,9,2018-04-10,CLE,2,0
NYY,1,7,0,10,14,2018-04-10,BOS,14,0
TOR,2,5,0,4,10,2018-04-10,BAL,1,0
ATL,1,2,0,7,8,2018-04-10,WSH,4,0
CIN,1,2,2,11,3,2018-04-10,PHI,6,0
NYM,8,2,0,9,22,2018-04-10,MIA,6,0
LAA,11,4,0,10,25,2018-04-11,TEX,1,0
HOU,1,7,0,13,7,2018-04-11,MIN,4,0
SEA,8,2,2,9,18,2018-04-11,KC,3,0
MIL,3,8,0,8,15,2018-04-11,STL,5,0
SD,5,1,0,10,18,2018-04-11,COL,2,0
OAK,0,2,0,9,6,2018-04-11,LAD,4,0
ARI,4,7,1,12,12,2018-04-11,SF,5,0
ATL,5,3,3,11,23,2018-04-11,WSH,3,0
HOU,8,7,0,12,17,2018-04-11,MIN,9,0
MIL,3,2,0,9,16,2018-04-11,STL,2,0
TB,1,2,0,9,5,2018-04-11,CHW,2,0
SEA,4,2,0,12,10,2018-04-11,KC,2,0
SD,4,3,0,11,13,2018-04-11,COL,6,0
ARI,7,4,1,10,19,2018-04-11,SF,3,0
DET,1,4,0,6,7,2018-04-11,CLE,5,0
TOR,3,3,0,11,11,2018-04-11,BAL,5,0
CIN,3,6,1,12,13,2018-04-11,PHI,4,0
NYY,10,2,2,8,21,2018-04-11,BOS,7,0
NYM,4,2,0,10,7,2018-04-11,MIA,1,0
LAA,7,6,3,9,13,2018-04-12,TEX,2,0
PIT,5,2,1,5,15,2018-04-12,CHC,13,0
OAK,16,0,0,5,33,2018-04-12,LAD,6,0
PIT,6,1,1,6,25,2018-04-12,CHC,1,0
DET,3,1,0,5,12,2018-04-12,CLE,9,0
STL,13,4,0,9,27,2018-04-12,CIN,4,0
COL,5,2,0,7,18,2018-04-12,WSH,1,0
NYY,3,3,1,9,8,2018-04-12,BOS,6,0
CHW,0,6,0,6,3,2018-04-13,MIN,4,0
LAA,7,2,0,8,25,2018-04-13,KC,1,0
SF,7,3,0,6,12,2018-04-13,SD,0,0
ATL,4,1,0,9,19,2018-04-13,CHC,0,0
STL,5,3,1,13,21,2018-04-13,CIN,3,0
COL,2,4,1,10,8,2018-04-13,WSH,1,0
BAL,3,6,0,6,10,2018-04-13,BOS,7,0
TOR,8,2,3,11,14,2018-04-13,CLE,4,0
NYY,8,0,1,11,22,2018-04-13,DET,6,0
MIL,5,3,1,9,20,2018-04-13,NYM,6,0
PIT,2,2,1,4,9,2018-04-13,MIA,7,0
PHI,2,3,0,8,9,2018-04-13,TB,1,0
TEX,2,3,0,9,12,2018-04-14,HOU,3,0
LAA,5,3,2,8,17,2018-04-14,KC,4,0
OAK,4,3,0,7,17,2018-04-14,SEA,7,0
ARI,8,3,0,8,19,2018-04-14,LAD,7,0
SF,1,1,0,6,10,2018-04-14,SD,5,0
BAL,3,2,0,3,15,2018-04-14,BOS,10,0
COL,2,3,0,7,5,2018-04-14,WSH,6,0
STL,6,3,3,6,17,2018-04-14,CIN,1,0
ATL,10,10,0,12,22,2018-04-14,CHC,14,0
TEX,6,3,0,7,25,2018-04-14,HOU,5,0
PHI,9,3,0,4,20,2018-04-14,TB,4,0
MIL,5,2,1,10,19,2018-04-14,NYM,1,0
PIT,1,3,0,3,6,2018-04-14,MIA,0,0
LAA,5,5,0,11,19,2018-04-14,KC,3,0
SF,4,4,0,9,20,2018-04-15,SD,5,0
OAK,8,2,0,7,21,2018-04-15,SEA,10,0
ARI,9,2,0,5,24,2018-04-15,LAD,1,0
BAL,1,2,1,8,4,2018-04-15,BOS,3,0
STL,3,4,0,13,9,2018-04-15,CIN,2,0
MIL,2,6,2,11,4,2018-04-15,NYM,3,0
PIT,7,0,0,13,17,2018-04-15,MIA,3,0
PHI,10,2,1,10,13,2018-04-15,TB,4,0
COL,6,10,0,10,16,2018-04-15,WSH,5,0
OAK,2,3,0,5,11,2018-04-15,SEA,1,0
ARI,2,7,0,13,9,2018-04-15,LAD,7,0
SF,1,7,0,12,9,2018-04-15,SD,10,0
TEX,3,2,0,10,10,2018-04-16,HOU,1,0
MIA,1,8,0,11,6,2018-04-16,NYY,12,0
COL,6,2,2,10,14,2018-04-16,PIT,2,0
WSH,8,4,2,6,16,2018-04-16,NYM,6,0
TEX,4,4,0,8,14,2018-04-16,TB,8,0
PHI,1,1,0,3,10,2018-04-16,ATL,2,0
CIN,10,4,0,11,20,2018-04-16,MIL,4,0
CHW,1,7,1,11,9,2018-04-17,OAK,8,0
HOU,1,1,1,6,6,2018-04-17,SEA,2,0
LAD,10,1,0,12,19,2018-04-17,SD,3,0
KC,3,3,0,10,19,2018-04-17,TOR,11,0
MIA,9,7,0,10,14,2018-04-17,NYY,1,0
BAL,2,5,0,7,9,2018-04-17,DET,4,0
COL,2,2,1,4,7,2018-04-17,PIT,0,0
KC,4,7,0,13,18,2018-04-17,TOR,5,0
CLE,6,4,0,9,27,2018-04-17,MIN,1,0
WSH,5,3,3,12,12,2018-04-17,NYM,2,0
TEX,7,2,0,8,17,2018-04-17,TB,2,0
PHI,5,4,2,6,10,2018-04-17,ATL,1,0
CIN,0,2,0,6,5,2018-04-17,MIL,2,0
STL,5,6,0,9,11,2018-04-18,CHC,3,0
SF,0,1,0,12,1,2018-04-18,ARI,1,0
CHW,2,6,2,8,12,2018-04-18,OAK,10,0
BOS,10,6,0,10,33,2018-04-18,LAA,1,0
HOU,4,1,0,14,13,2018-04-18,SEA,1,0
LAD,7,7,1,20,19,2018-04-18,SD,3,0
COL,2,4,0,8,11,2018-04-18,PIT,10,0
BAL,5,0,0,7,15,2018-04-18,DET,6,0
TEX,2,0,0,6,10,2018-04-18,TB,4,0
CIN,0,5,0,8,4,2018-04-18,MIL,2,0
CHW,11,12,5,13,23,2018-04-18,OAK,12,0
KC,5,7,0,9,15,2018-04-18,TOR,15,0
CLE,1,2,1,15,16,2018-04-18,MIN,2,0
WSH,5,6,0,7,13,2018-04-18,NYM,11,0
PHI,3,2,0,10,7,2018-04-18,ATL,7,0
SF,4,3,1,10,16,2018-04-19,ARI,3,0
BOS,9,1,0,8,26,2018-04-19,LAA,0,0
HOU,7,2,0,8,18,2018-04-19,SEA,1,0
LAD,13,3,0,13,26,2018-04-19,SD,4,0
BAL,8,2,0,7,29,2018-04-19,DET,13,0
STL,5,3,1,6,5,2018-04-19,CHC,8,0
HOU,9,1,1,10,21,2018-04-19,SEA,2,0
TOR,3,4,0,3,6,2018-04-19,NYY,4,0
PIT,0,5,0,16,2,2018-04-19,PHI,7,0
NYM,4,5,0,5,12,2018-04-19,ATL,12,0
MIA,3,7,0,6,11,2018-04-20,MIL,12,0
SF,1,3,0,4,9,2018-04-20,ARI,3,0
BOS,8,3,0,9,25,2018-04-20,LAA,2,0
KC,2,2,0,4,15,2018-04-20,DET,3,0
CLE,1,3,1,6,8,2018-04-20,BAL,3,0
TOR,8,1,0,10,17,2018-04-20,NYY,5,0
PIT,1,1,1,5,9,2018-04-20,PHI,2,0
MIN,7,7,0,13,17,2018-04-20,TB,8,0
KC,3,1,0,4,10,2018-04-20,DET,2,0
NYM,5,3,1,12,14,2018-04-20,ATL,3,0
SEA,6,3,3,11,22,2018-04-21,TEX,2,0
HOU,10,3,0,8,24,2018-04-21,CHW,0,0
MIA,0,8,0,14,6,2018-04-21,MIL,8,0
CIN,2,7,0,7,10,2018-04-21,STL,4,0
CHC,16,3,0,8,30,2018-04-21,COL,5,0
SD,4,4,0,14,8,2018-04-21,ARI,1,0
BOS,7,2,0,11,18,2018-04-21,OAK,3,0
SF,8,4,0,6,21,2018-04-21,LAA,1,0
WSH,5,4,0,12,13,2018-04-21,LAD,2,0
TOR,1,7,0,9,4,2018-04-21,NYY,9,0
KC,4,8,0,4,13,2018-04-21,DET,12,0
CIN,3,2,0,5,7,2018-04-21,STL,4,0
CLE,4,2,0,3,18,2018-04-21,BAL,0,0
PIT,2,4,0,10,11,2018-04-21,PHI,6,0
MIN,1,2,0,8,12,2018-04-21,TB,10,0
HOU,10,4,0,9,21,2018-04-21,CHW,1,0
MIA,5,4,0,5,16,2018-04-21,MIL,6,0
NYM,3,5,2,14,7,2018-04-21,ATL,4,0
SEA,9,8,0,9,24,2018-04-22,TEX,7,0
CHC,2,7,0,8,9,2018-04-22,COL,5,0
SD,2,5,1,10,10,2018-04-22,ARI,6,0
BOS,0,2,0,10,0,2018-04-22,OAK,3,0
SF,3,2,0,7,11,2018-04-22,LAA,4,0
WSH,0,3,0,10,2,2018-04-22,LAD,4,0
CLE,7,0,0,7,24,2018-04-22,BAL,3,0
TOR,1,3,1,6,8,2018-04-22,NYY,5,0
KC,8,2,1,6,17,2018-04-22,DET,5,0
MIN,6,2,0,12,13,2018-04-22,TB,8,0
PIT,2,5,1,12,13,2018-04-22,PHI,3,0
HOU,7,2,0,5,15,2018-04-22,CHW,1,0
MIA,2,4,0,14,7,2018-04-22,MIL,4,0
CIN,2,7,0,6,6,2018-04-22,STL,9,0
SEA,4,3,0,4,18,2018-04-22,TEX,7,0
CHC,9,4,0,11,17,2018-04-22,COL,7,0
BOS,1,1,1,6,8,2018-04-22,OAK,4,0
SF,4,3,1,11,19,2018-04-22,LAA,2,0
SD,2,4,0,6,7,2018-04-22,ARI,4,0
WSH,3,4,2,8,15,2018-04-23,LAD,4,0
ATL,4,8,0,11,11,2018-04-23,CIN,10,0
MIN,1,7,0,8,8,2018-04-23,NYY,14,0
CLE,2,2,0,11,8,2018-04-23,BAL,1,0
OAK,9,2,0,9,24,2018-04-24,TEX,4,0
SEA,4,0,0,7,19,2018-04-24,CHW,10,0
LAA,2,2,2,6,5,2018-04-24,HOU,0,0
SD,13,2,2,6,25,2018-04-24,COL,5,0
MIA,1,2,1,11,6,2018-04-24,LAD,2,0
WSH,2,3,2,7,7,2018-04-24,SF,4,0
SEA,1,1,0,12,6,2018-04-24,CHW,0,0
CHC,10,6,0,10,31,2018-04-24,CLE,3,0
MIN,3,3,0,13,8,2018-04-24,NYY,8,0
ATL,7,4,0,7,22,2018-04-24,CIN,9,0
ARI,8,4,2,16,21,2018-04-24,PHI,4,0
BOS,3,3,1,11,10,2018-04-24,TOR,4,0
OAK,3,2,1,8,15,2018-04-25,TEX,2,0
LAA,8,7,1,11,17,2018-04-25,HOU,7,0
MIL,5,4,1,4,18,2018-04-25,KC,2,0
NYM,6,4,0,9,14,2018-04-25,STL,5,0
SD,0,5,0,10,5,2018-04-25,COL,8,0
MIA,3,5,0,7,14,2018-04-25,LAD,2,0
WSH,3,3,0,4,10,2018-04-25,SF,4,0
SEA,4,2,1,12,13,2018-04-25,CHW,3,0
LAA,2,4,0,8,8,2018-04-25,HOU,5,0
SD,2,4,0,11,5,2018-04-25,COL,5,0
WSH,15,3,2,11,25,2018-04-25,SF,2,0
DET,13,4,0,6,38,2018-04-25,PIT,10,0
MIN,4,7,0,8,14,2018-04-25,NYY,7,0
ATL,5,4,2,3,18,2018-04-25,CIN,4,0
CHC,1,3,0,4,6,2018-04-25,CLE,4,0
TB,8,3,2,10,22,2018-04-25,BAL,4,0
ARI,3,1,1,11,5,2018-04-25,PHI,5,0
BOS,4,1,2,5,13,2018-04-25,TOR,3,0
MIA,8,4,1,12,22,2018-04-25,LAD,6,0
OAK,2,5,0,11,7,2018-04-26,TEX,4,0
MIL,6,2,0,7,10,2018-04-26,KC,2,0
NYM,1,2,0,7,7,2018-04-26,STL,9,0
DET,3,6,2,7,14,2018-04-26,PIT,8,0
ATL,7,4,0,10,24,2018-04-26,CIN,4,0
DET,0,2,0,11,11,2018-04-26,PIT,1,0
MIN,3,3,0,12,15,2018-04-26,NYY,4,0
ARI,8,2,0,7,24,2018-04-26,PHI,2,0
NYM,3,2,0,11,10,2018-04-26,STL,4,0
SEA,5,4,0,14,16,2018-04-26,CLE,4,0
TB,9,1,2,9,22,2018-04-26,BAL,5,0
BOS,5,4,1,8,14,2018-04-26,TOR,4,0
MIL,0,1,1,3,8,2018-04-27,CHC,1,0
CHW,6,2,1,6,24,2018-04-27,KC,3,0
MIL,2,1,1,6,5,2018-04-27,CHC,3,0
DET,0,1,0,5,3,2018-04-27,BAL,6,0
ARI,5,3,0,11,12,2018-04-27,WSH,4,0
ATL,3,4,3,6,12,2018-04-27,PHI,7,0
STL,5,4,0,11,13,2018-04-27,PIT,6,0
TEX,6,1,0,5,15,2018-04-27,TOR,4,0
TB,4,1,0,11,20,2018-04-27,BOS,3,0
SEA,5,0,0,9,13,2018-04-27,CLE,6,0
COL,1,4,0,10,10,2018-04-27,MIA,0,0
CIN,15,6,0,9,36,2018-04-28,MIN,9,0
OAK,8,1,0,8,22,2018-04-28,HOU,1,0
CHW,7,1,0,4,24,2018-04-28,KC,4,0
NYY,4,1,0,9,13,2018-04-28,LAA,3,0
NYM,5,4,0,8,14,2018-04-28,SD,1,0
LAD,4,3,2,9,11,2018-04-28,SF,6,0
CIN,1,3,0,6,11,2018-04-28,MIN,3,0
CHW,8,3,0,5,21,2018-04-28,KC,0,0
MIL,0,2,0,9,3,2018-04-28,CHC,3,0
TB,12,3,0,14,34,2018-04-28,BOS,6,0
ARI,4,3,0,10,16,2018-04-28,WSH,3,0
LAD,15,3,1,10,33,2018-04-28,SF,6,0
TEX,7,1,2,4,21,2018-04-28,TOR,4,0
SEA,12,2,2,10,27,2018-04-28,CLE,4,0
ATL,4,5,2,11,14,2018-04-28,PHI,1,0
DET,9,5,1,4,22,2018-04-28,BAL,5,0
STL,2,7,0,3,7,2018-04-28,PIT,6,0
OAK,0,6,0,6,3,2018-04-28,HOU,11,0
COL,1,3,1,7,9,2018-04-28,MIA,4,0
CHW,2,7,1,7,10,2018-04-29,KC,5,0
NYM,2,4,0,10,7,2018-04-29,SD,12,0
NYY,11,3,0,12,21,2018-04-29,LAA,1,0
LAD,3,4,0,7,9,2018-04-29,SF,8,0
DET,3,5,0,9,14,2018-04-29,BAL,5,0
TB,3,3,0,7,15,2018-04-29,BOS,4,0
TEX,2,5,1,5,11,2018-04-29,TOR,7,0
SEA,10,3,0,9,30,2018-04-29,CLE,4,0
COL,0,3,0,6,4,2018-04-29,MIA,3,0
ARI,1,5,0,4,10,2018-04-29,WSH,3,0
ATL,10,5,3,13,25,2018-04-29,PHI,1,0
STL,0,3,0,8,4,2018-04-29,PIT,5,0
CIN,8,3,1,9,20,2018-04-29,MIN,2,0
OAK,4,3,0,7,16,2018-04-29,HOU,8,0
CHW,4,4,1,7,17,2018-04-29,KC,5,0
MIL,0,2,2,5,2,2018-04-29,CHC,2,0
NYM,14,2,4,12,30,2018-04-29,SD,2,0
LAD,2,5,1,5,10,2018-04-29,SF,4,0
NYY,2,3,0,7,9,2018-04-30,LAA,1,0
TEX,5,4,0,11,15,2018-04-30,CLE,7,0
COL,2,2,0,7,8,2018-04-30,CHC,3,0
PIT,2,3,0,7,10,2018-04-30,WSH,3,0
KC,6,3,0,3,13,2018-04-30,BOS,10,0
TB,3,2,0,7,10,2018-04-30,DET,2,0
MIL,6,5,5,12,16,2018-04-30,CIN,5,0
PHI,4,2,0,6,16,2018-04-30,MIA,8,0
TOR,7,4,0,5,18,2018-05-01,MIN,5,0
NYY,1,3,1,5,4,2018-05-01,HOU,2,0
LAD,5,5,0,6,15,2018-05-01,ARI,8,0
SD,5,5,2,10,12,2018-05-01,SF,6,0
TEX,8,3,1,7,31,2018-05-01,CLE,6,0
PIT,4,4,0,6,18,2018-05-01,WSH,12,0
KC,7,2,1,10,23,2018-05-01,BOS,6,0
TB,1,2,2,7,8,2018-05-01,DET,2,0
MIL,7,6,0,6,21,2018-05-01,CIN,6,0
ATL,3,1,0,9,17,2018-05-01,NYM,2,0
PHI,1,1,0,8,10,2018-05-01,MIA,2,0
COL,3,2,1,9,13,2018-05-02,CHC,1,0
TOR,7,1,3,6,19,2018-05-02,MIN,4,0
NYY,4,1,1,13,11,2018-05-02,HOU,0,0
CHW,2,2,2,5,7,2018-05-02,STL,3,0
LAD,3,3,0,9,8,2018-05-02,ARI,4,0
BAL,2,4,0,3,6,2018-05-02,LAA,3,0
OAK,3,5,0,8,8,2018-05-02,SEA,6,0
SD,3,5,0,10,13,2018-05-02,SF,2,0
KC,4,1,0,6,16,2018-05-02,BOS,5,0
TEX,4,2,0,5,18,2018-05-02,CLE,12,0
TB,2,1,0,8,8,2018-05-02,DET,3,0
TOR,0,3,0,7,7,2018-05-02,MIN,4,0
CHW,2,3,1,7,7,2018-05-02,STL,3,0
COL,11,2,1,10,30,2018-05-02,CHC,2,0
SD,4,4,0,8,12,2018-05-02,SF,9,0
PIT,3,3,1,10,13,2018-05-02,WSH,9,0
MIL,3,5,1,4,17,2018-05-02,CIN,1,0
ATL,7,1,0,10,23,2018-05-02,NYM,0,0
PHI,6,1,0,7,18,2018-05-02,MIA,0,0
NYY,4,1,1,10,19,2018-05-03,HOU,0,0
LAD,2,4,0,11,8,2018-05-03,ARI,1,0
BAL,7,5,0,8,14,2018-05-03,LAA,10,0
OAK,3,3,0,8,17,2018-05-03,SEA,2,0
PIT,1,2,0,4,6,2018-05-03,WSH,3,0
ATL,11,3,0,10,29,2018-05-03,NYM,0,0
TOR,13,5,2,11,32,2018-05-03,CLE,11,0
NYY,6,0,0,9,9,2018-05-03,HOU,5,0
DET,6,3,0,4,21,2018-05-03,KC,10,0
LAD,5,2,1,9,13,2018-05-03,ARI,2,0
BOS,5,3,0,9,14,2018-05-04,TEX,11,0
MIN,5,2,0,14,12,2018-05-04,CHW,6,0
TOR,4,8,0,8,20,2018-05-04,CLE,13,0
BAL,3,3,0,7,8,2018-05-04,LAA,12,0
OAK,1,0,0,6,10,2018-05-04,SEA,4,0
CLE,6,6,0,5,18,2018-05-04,NYY,7,0
PHI,3,7,0,8,16,2018-05-04,WSH,7,0
MIA,1,7,0,6,8,2018-05-04,CIN,4,0
COL,8,3,1,12,19,2018-05-04,NYM,7,0
TOR,2,4,0,7,8,2018-05-04,TB,6,0
SF,9,3,0,8,23,2018-05-04,ATL,4,0
BOS,5,1,0,12,20,2018-05-05,TEX,1,0
MIN,6,3,0,5,29,2018-05-05,CHW,4,0
PIT,6,3,0,12,18,2018-05-05,MIL,4,0
DET,2,3,0,5,11,2018-05-05,KC,4,0
CHC,2,5,0,7,12,2018-05-05,STL,3,0
LAD,4,5,0,13,18,2018-05-05,SD,0,0
HOU,8,1,0,16,20,2018-05-05,ARI,0,0
BAL,4,3,0,10,14,2018-05-05,OAK,6,0
LAA,5,1,1,11,16,2018-05-05,SEA,0,0
CLE,2,3,0,11,11,2018-05-05,NYY,5,0
CHC,6,7,0,9,19,2018-05-05,STL,8,0
PHI,3,8,0,7,12,2018-05-05,WSH,1,0
DET,3,3,0,10,19,2018-05-05,KC,2,0
TOR,3,7,0,5,14,2018-05-05,TB,5,0
MIN,8,0,0,11,17,2018-05-05,CHW,4,0
PIT,3,6,1,5,7,2018-05-05,MIL,5,0
SF,11,2,0,2,25,2018-05-05,ATL,2,0
MIA,6,2,0,10,15,2018-05-05,CIN,0,0
COL,2,2,2,3,9,2018-05-05,NYM,0,0
LAD,4,5,1,10,15,2018-05-05,SD,7,0
BOS,6,3,0,17,16,2018-05-06,TEX,5,0
HOU,3,8,0,7,12,2018-05-06,ARI,4,0
BAL,0,2,1,11,10,2018-05-06,OAK,2,0
LAA,8,5,0,12,28,2018-05-06,SEA,9,0
CLE,4,6,1,10,5,2018-05-06,NYY,7,0
COL,3,3,2,13,16,2018-05-06,NYM,2,0
TOR,2,5,1,7,9,2018-05-06,TB,1,0
SF,4,2,1,7,12,2018-05-06,ATL,3,0
PHI,4,6,1,6,16,2018-05-06,WSH,5,0
MIN,5,2,1,12,8,2018-05-06,CHW,3,0
PIT,9,2,0,14,25,2018-05-06,MIL,0,0
DET,2,1,0,6,14,2018-05-06,KC,4,0
BOS,6,1,0,14,18,2018-05-06,TEX,1,0
LAD,0,3,0,8,10,2018-05-06,SD,3,0
BAL,1,1,0,8,6,2018-05-06,OAK,2,0
LAA,8,6,1,6,23,2018-05-06,SEA,2,0
MIA,8,5,0,8,12,2018-05-06,CIN,5,0
HOU,1,3,0,10,13,2018-05-06,ARI,3,0
CHC,3,8,0,13,16,2018-05-07,STL,4,0
SF,0,4,0,6,7,2018-05-07,PHI,11,0
NYM,7,2,0,3,30,2018-05-07,CIN,6,0
MIN,6,3,0,12,16,2018-05-08,STL,0,0
DET,6,4,0,10,20,2018-05-08,TEX,7,0
MIA,2,5,0,7,8,2018-05-08,CHC,14,0
HOU,16,2,0,5,34,2018-05-08,OAK,2,0
WSH,8,3,0,9,20,2018-05-08,SD,5,0
MIN,7,2,1,7,15,2018-05-08,STL,1,0
KC,15,4,0,8,35,2018-05-08,BAL,7,0
BOS,2,5,1,8,12,2018-05-08,NYY,3,0
SF,2,3,1,6,10,2018-05-08,PHI,4,0
SEA,5,3,1,7,16,2018-05-08,TOR,0,0
NYM,2,3,0,3,9,2018-05-08,CIN,7,0
ATL,1,5,1,8,9,2018-05-08,TB,0,0
CLE,2,2,0,5,13,2018-05-08,MIL,3,0
DET,7,1,0,11,20,2018-05-09,TEX,4,0
MIA,3,1,0,7,11,2018-05-09,CHC,4,0
PIT,10,2,1,10,21,2018-05-09,CHW,6,0
LAA,2,4,1,7,9,2018-05-09,COL,4,0
HOU,4,4,0,7,18,2018-05-09,OAK,2,0
ARI,8,7,0,11,25,2018-05-09,LAD,5,0
WSH,4,1,0,8,12,2018-05-09,SD,0,0
NYM,1,3,1,9,7,2018-05-09,CIN,2,0
CLE,6,1,2,14,21,2018-05-09,MIL,2,0
DET,4,7,0,8,18,2018-05-09,TEX,5,0
PIT,6,3,0,8,17,2018-05-09,CHW,5,0
MIA,4,4,0,9,16,2018-05-09,CHC,13,0
LAA,8,2,0,14,24,2018-05-09,COL,0,0
HOU,4,3,1,9,19,2018-05-09,OAK,1,0
BOS,6,4,0,6,23,2018-05-09,NYY,9,0
KC,3,2,2,3,13,2018-05-09,BAL,5,0
SF,3,7,0,9,11,2018-05-09,PHI,11,0
SEA,2,2,1,7,7,2018-05-09,TOR,5,0
ATL,5,1,2,12,9,2018-05-09,TB,2,0
WSH,1,5,0,8,12,2018-05-10,SD,2,0
ARI,3,6,0,10,12,2018-05-10,LAD,6,0
SF,3,3,0,9,12,2018-05-10,PHI,6,0
KC,6,3,1,6,15,2018-05-10,BAL,11,0
BOS,5,7,1,11,18,2018-05-10,NYY,4,0
SEA,9,2,1,10,31,2018-05-10,TOR,3,0
ATL,9,4,1,7,24,2018-05-10,MIA,2,0
MIL,5,4,0,11,17,2018-05-11,COL,2,0
WSH,2,2,0,9,12,2018-05-11,ARI,1,0
MIN,4,2,0,2,15,2018-05-11,LAA,7,0
CIN,4,4,0,7,16,2018-05-11,LAD,1,0
STL,2,2,1,5,11,2018-05-11,SD,1,0
CHW,2,7,0,11,6,2018-05-11,CHC,11,0
TB,4,1,0,6,19,2018-05-11,BAL,9,0
OAK,10,4,0,6,29,2018-05-11,NYY,5,0
NYM,3,4,0,8,16,2018-05-11,PHI,1,0
SF,2,3,1,9,11,2018-05-11,PIT,11,0
BOS,3,3,2,19,10,2018-05-11,TOR,5,0
KC,10,7,0,6,24,2018-05-11,CLE,9,0
ATL,3,3,1,4,9,2018-05-11,MIA,6,0
TEX,1,5,0,8,7,2018-05-12,HOU,0,0
MIL,11,4,2,8,27,2018-05-12,COL,10,0
WSH,3,0,0,14,16,2018-05-12,ARI,1,0
MIN,5,2,0,8,19,2018-05-12,LAA,4,0
CIN,6,1,1,9,16,2018-05-12,LAD,2,0
STL,9,3,0,8,28,2018-05-12,SD,5,0
OAK,6,9,0,10,9,2018-05-12,NYY,7,0
CHW,4,8,0,4,13,2018-05-12,CHC,8,0
TB,3,3,1,5,11,2018-05-12,BAL,6,0
WSH,2,2,0,12,8,2018-05-12,ARI,1,0
BOS,5,3,0,12,19,2018-05-12,TOR,2,0
KC,2,3,0,9,11,2018-05-12,CLE,6,0
SEA,3,2,0,5,6,2018-05-12,DET,4,0
TB,10,2,1,7,24,2018-05-12,BAL,3,0
SF,5,4,0,9,20,2018-05-12,PIT,6,0
TEX,1,3,0,4,9,2018-05-12,HOU,6,0
ATL,10,2,1,10,26,2018-05-12,MIA,5,0
SEA,9,2,1,11,22,2018-05-12,DET,5,0
MIL,0,2,0,5,6,2018-05-13,COL,4,0
STL,1,5,0,14,10,2018-05-13,SD,2,0
MIN,5,12,0,10,13,2018-05-13,LAA,3,0
CIN,5,3,0,7,18,2018-05-13,LAD,3,0
TB,1,5,2,5,8,2018-05-13,BAL,17,0
OAK,2,4,0,6,11,2018-05-13,NYY,6,0
BOS,5,5,4,11,12,2018-05-13,TOR,3,0
KC,2,6,0,6,10,2018-05-13,CLE,11,0
SEA,4,0,2,4,14,2018-05-13,DET,5,0
ATL,4,4,1,10,12,2018-05-13,MIA,3,0
NYM,2,7,0,7,15,2018-05-13,PHI,4,0
SF,5,5,0,11,22,2018-05-13,PIT,0,0
TEX,1,4,0,9,10,2018-05-13,HOU,6,0
CHW,5,7,0,7,12,2018-05-13,CHC,3,0
MIL,7,3,0,15,23,2018-05-13,COL,3,0
MIN,1,5,0,8,8,2018-05-13,LAA,2,0
CIN,5,0,4,12,16,2018-05-13,LAD,3,0
STL,3,6,1,9,11,2018-05-13,SD,5,0
WSH,6,1,1,12,23,2018-05-14,ARI,4,0
ATL,6,4,1,2,19,2018-05-14,CHC,5,0
TB,2,3,0,6,10,2018-05-14,KC,1,0
OAK,6,1,0,4,23,2018-05-14,BOS,5,0
CLE,3,5,0,6,13,2018-05-14,DET,6,0
SEA,1,0,0,7,10,2018-05-14,MIN,0,0
MIL,7,4,3,6,18,2018-05-15,ARI,2,0
HOU,1,2,0,10,8,2018-05-15,LAA,2,0
COL,6,3,1,8,20,2018-05-15,SD,4,0
CIN,7,4,0,6,25,2018-05-15,SF,10,0
COL,0,2,0,7,1,2018-05-15,SD,4,0
NYY,3,1,0,7,16,2018-05-15,WSH,5,0
CHW,0,3,0,8,8,2018-05-15,PIT,7,0
OAK,5,1,0,6,14,2018-05-15,BOS,3,0
CLE,8,3,1,6,23,2018-05-15,DET,9,0
TOR,2,4,1,6,7,2018-05-15,NYM,12,0
LAD,2,1,0,6,11,2018-05-15,MIA,4,0
CHC,3,3,0,7,9,2018-05-15,ATL,2,0
STL,1,1,0,5,2,2018-05-16,MIN,4,0
TB,6,1,0,4,16,2018-05-16,KC,5,0
MIL,1,4,0,7,8,2018-05-16,ARI,2,0
HOU,5,2,1,12,9,2018-05-16,LAA,3,0
TEX,8,4,1,12,18,2018-05-16,SEA,9,0
CIN,3,1,0,8,12,2018-05-16,SF,5,0
PHI,4,2,0,13,16,2018-05-16,BAL,1,0
CHW,2,6,0,7,15,2018-05-16,PIT,3,0
CLE,6,0,0,13,14,2018-05-16,DET,0,0
STL,7,5,0,6,20,2018-05-16,MIN,5,0
TOR,12,0,0,12,28,2018-05-16,NYM,1,0
TB,5,4,0,8,15,2018-05-16,KC,3,0
